transaction_id	donor_id	date	amount	campaign
2667	1762	2006-05-29	97	campaign 3
2668	1666	2008-09-01	77	campaign 6
2669	1542	2007-06-14	37	campaign 9
2670	638	2006-09-30	74	campaign 10
2671	1919	2006-07-24	65	campaign 6
2672	1816	2008-06-06	54	campaign 8
2673	632	2006-05-06	41	campaign 7
2674	1522	2006-10-08	62	campaign 9
2675	728	2008-04-26	21	campaign 9
2676	1532	2006-10-24	105	campaign 11
2677	1876	2006-08-16	72	campaign 11
2678	1914	2005-05-13	35	campaign 8
2679	492	2007-07-03	65	campaign 1
2680	1758	2007-09-18	76	campaign 11
2681	626	2006-01-10	50	campaign 12
2682	171	2008-05-26	42	campaign 8
2683	240	2007-04-01	63	campaign 10
2684	817	2005-05-14	116	campaign 2
2685	229	2005-11-25	107	campaign 6
2686	1724	2005-06-23	90	campaign 6
2687	288	2007-12-15	111	campaign 8
2688	544	2006-04-17	89	campaign 10
2689	596	2007-07-29	64	campaign 10
2690	1201	2006-01-07	58	campaign 3
2691	892	2006-07-12	34	campaign 4
2692	138	2005-03-04	69	campaign 8
2693	287	2006-03-11	86	campaign 9
2694	895	2007-12-30	50	campaign 5
2695	1034	2005-11-23	53	campaign 9
2696	911	2008-01-23	31	campaign 8
2697	930	2008-03-29	59	campaign 9
2698	1089	2006-06-17	39	campaign 10
2699	1445	2005-12-03	95	campaign 1
2700	633	2006-11-09	111	campaign 8
2701	403	2007-01-01	83	campaign 9
2702	279	2007-11-04	68	campaign 7
2703	940	2007-04-05	46	campaign 1
2704	542	2007-04-11	37	campaign 8
2705	783	2006-12-12	87	campaign 4
2706	1949	2008-10-21	61	campaign 10
2707	35	2007-07-14	22	campaign 5
2708	1721	2006-02-09	27	campaign 10
2709	988	2007-01-09	58	campaign 1
2710	383	2008-10-29	89	campaign 3
2711	508	2006-12-26	42	campaign 10
2712	535	2006-06-06	77	campaign 10
2713	784	2007-01-29	67	campaign 8
2714	989	2007-12-14	66	campaign 2
2715	1701	2006-07-07	110	campaign 12
2716	1605	2005-02-21	79	campaign 11
2717	1860	2007-11-05	91	campaign 1
2718	534	2008-09-09	115	campaign 6
2719	1351	2007-07-10	66	campaign 5
2720	957	2008-08-10	119	campaign 7
2721	1262	2005-12-03	119	campaign 6
2722	227	2007-09-23	88	campaign 10
2723	760	2005-11-03	31	campaign 8
2724	635	2006-05-24	55	campaign 2
2725	249	2005-03-29	33	campaign 3
2726	121	2005-04-04	98	campaign 2
2727	325	2007-03-20	63	campaign 9
2728	1907	2007-04-05	115	campaign 11
2729	1538	2006-02-24	60	campaign 10
2730	1501	2008-03-14	71	campaign 9
2731	1180	2007-05-21	114	campaign 7
2732	1848	2006-03-24	118	campaign 10
2733	1069	2006-02-15	71	campaign 4
2734	1585	2007-06-28	114	campaign 12
2735	170	2005-07-25	68	campaign 5
2736	130	2008-01-01	79	campaign 8
2737	1699	2006-08-04	24	campaign 9
2738	174	2008-09-24	61	campaign 12
2739	23	2007-08-30	119	campaign 2
2740	626	2007-02-28	89	campaign 7
2741	172	2005-02-23	89	campaign 6
2742	973	2007-10-11	23	campaign 6
2743	416	2005-06-30	57	campaign 2
2744	947	2007-04-07	113	campaign 10
2745	921	2006-11-27	71	campaign 5
2746	679	2008-06-19	85	campaign 11
2747	488	2006-01-21	80	campaign 12
2748	596	2006-07-14	67	campaign 11
2749	1754	2006-09-19	44	campaign 4
2750	924	2008-06-14	80	campaign 12
2751	100	2007-01-16	97	campaign 5
2752	1512	2007-04-16	112	campaign 7
2753	897	2008-10-30	22	campaign 12
2754	107	2005-01-17	56	campaign 3
2755	1995	2006-09-12	95	campaign 3
2756	655	2006-06-03	71	campaign 3
2757	1434	2007-11-01	111	campaign 7
2758	1559	2006-06-27	109	campaign 2
2759	496	2006-10-12	28	campaign 4
2760	330	2008-01-22	73	campaign 5
2761	1708	2006-06-27	67	campaign 5
2762	812	2006-02-04	68	campaign 7
2763	1265	2006-08-09	86	campaign 10
2764	1776	2005-01-14	42	campaign 1
2765	675	2007-05-14	59	campaign 3
2766	77	2006-05-04	34	campaign 10
2767	1728	2008-02-20	66	campaign 5
2768	1460	2007-12-23	115	campaign 10
2769	896	2006-01-03	80	campaign 2
2770	135	2007-10-30	72	campaign 7
2771	1434	2008-07-10	68	campaign 4
2772	877	2007-03-25	22	campaign 9
2773	1614	2008-01-23	27	campaign 3
2774	44	2006-12-07	77	campaign 5
2775	277	2006-12-08	109	campaign 7
2776	834	2006-08-25	25	campaign 11
2777	1629	2008-10-06	108	campaign 11
2778	650	2006-07-07	41	campaign 12
2779	98	2008-05-11	57	campaign 3
2780	1020	2006-04-16	30	campaign 8
2781	1863	2008-08-17	22	campaign 8
2782	250	2007-03-02	114	campaign 9
2783	845	2008-08-02	97	campaign 5
2784	1209	2007-10-16	102	campaign 9
2785	1187	2006-03-06	31	campaign 9
2786	224	2005-12-04	47	campaign 6
2787	544	2005-09-03	110	campaign 4
2788	1854	2006-09-25	118	campaign 3
2789	1356	2005-06-15	120	campaign 8
2790	35	2006-05-22	87	campaign 7
2791	1000	2007-10-30	33	campaign 7
2792	139	2005-07-20	95	campaign 7
2793	204	2006-12-27	114	campaign 7
2794	1545	2007-10-06	110	campaign 1
2795	1186	2005-12-16	70	campaign 10
2796	569	2008-05-29	69	campaign 1
2797	402	2005-06-12	120	campaign 2
2798	916	2008-08-07	63	campaign 12
2799	1787	2008-10-30	114	campaign 8
2800	938	2005-09-10	113	campaign 3
2801	1367	2008-07-29	99	campaign 5
2802	1320	2007-12-27	85	campaign 2
2803	420	2007-05-24	45	campaign 4
2804	1233	2008-01-26	119	campaign 7
2805	130	2006-03-15	91	campaign 7
2806	373	2005-11-30	99	campaign 4
2807	1785	2006-02-19	35	campaign 8
2808	716	2005-02-07	120	campaign 3
2809	1210	2008-09-08	54	campaign 5
2810	1531	2008-10-08	33	campaign 3
2811	543	2006-06-27	117	campaign 4
2812	365	2007-02-03	68	campaign 4
2813	1234	2005-01-28	76	campaign 5
2814	485	2006-04-30	33	campaign 5
2815	1190	2006-12-24	57	campaign 12
2816	1220	2006-11-03	35	campaign 7
2817	1537	2005-09-28	89	campaign 8
2818	1698	2006-01-10	27	campaign 11
2819	1897	2005-10-22	92	campaign 7
2820	1871	2005-12-23	80	campaign 6
2821	393	2007-02-09	63	campaign 10
2822	695	2007-03-10	25	campaign 4
2823	1360	2007-02-05	62	campaign 1
2824	149	2005-10-31	80	campaign 8
2825	936	2006-03-21	115	campaign 9
2826	1884	2007-08-27	90	campaign 8
2827	1995	2007-03-03	74	campaign 7
2828	1067	2006-02-20	61	campaign 4
2829	31	2007-01-07	51	campaign 7
2830	360	2006-07-16	29	campaign 12
2831	1780	2005-05-07	111	campaign 9
2832	1488	2006-11-17	105	campaign 11
2833	1963	2007-05-05	56	campaign 3
2834	192	2006-11-06	28	campaign 4
2835	1847	2005-10-14	69	campaign 10
2836	783	2008-08-24	119	campaign 1
2837	1011	2007-04-06	50	campaign 6
2838	963	2005-12-12	37	campaign 11
2839	1110	2006-05-03	46	campaign 10
2840	1522	2006-09-03	22	campaign 11
2841	254	2005-03-06	99	campaign 5
2842	1199	2005-06-11	42	campaign 12
2843	531	2006-01-03	54	campaign 6
2844	922	2007-12-11	77	campaign 10
2845	127	2007-10-21	82	campaign 2
2846	1989	2005-11-30	77	campaign 2
2847	981	2005-12-12	98	campaign 1
2848	107	2005-07-28	74	campaign 11
2849	719	2005-03-21	24	campaign 5
2850	1388	2008-08-02	79	campaign 12
2851	1342	2006-12-17	74	campaign 9
2852	843	2005-12-04	98	campaign 10
2853	612	2007-07-19	100	campaign 1
2854	997	2005-03-09	73	campaign 3
2855	699	2005-03-27	78	campaign 5
2856	927	2005-09-12	80	campaign 3
2857	242	2005-08-31	44	campaign 7
2858	939	2006-01-13	80	campaign 5
2859	1569	2008-04-07	66	campaign 1
2860	150	2007-06-20	100	campaign 2
2861	868	2006-07-05	116	campaign 6
2862	723	2005-06-06	28	campaign 1
2863	889	2007-07-22	65	campaign 9
2864	885	2005-09-28	84	campaign 7
2865	1	2005-10-05	96	campaign 11
2866	1928	2005-06-22	91	campaign 11
2867	1092	2008-04-25	85	campaign 6
2868	1255	2008-05-12	20	campaign 4
2869	83	2006-12-22	48	campaign 7
2870	1368	2005-04-05	63	campaign 5
2871	69	2005-09-09	56	campaign 7
2872	561	2005-10-14	37	campaign 9
2873	1181	2008-06-13	83	campaign 3
2874	56	2007-04-13	95	campaign 6
2875	1536	2008-09-01	97	campaign 5
2876	1463	2007-12-18	44	campaign 1
2877	1605	2006-06-25	26	campaign 12
2878	1139	2008-03-27	110	campaign 10
2879	255	2006-11-02	89	campaign 3
2880	436	2005-05-19	82	campaign 8
2881	1073	2006-10-24	31	campaign 1
2882	1735	2008-09-26	43	campaign 9
2883	1874	2006-08-26	31	campaign 5
2884	717	2006-10-19	86	campaign 10
2885	62	2008-01-31	80	campaign 5
2886	744	2006-08-21	82	campaign 7
2887	152	2007-01-25	118	campaign 3
2888	1310	2006-10-20	78	campaign 10
2889	611	2005-04-20	91	campaign 7
2890	573	2006-06-04	28	campaign 11
2891	1669	2005-12-04	43	campaign 3
2892	1981	2008-10-21	99	campaign 6
2893	681	2008-01-25	113	campaign 12
2894	292	2007-11-30	97	campaign 8
2895	1105	2006-04-20	104	campaign 12
2896	642	2008-06-15	81	campaign 9
2897	509	2005-06-26	43	campaign 10
2898	638	2005-07-26	38	campaign 3
2899	1699	2005-02-10	93	campaign 6
2900	960	2006-04-03	70	campaign 10
2901	973	2007-01-06	113	campaign 5
2902	1044	2005-06-06	23	campaign 9
2903	1903	2006-06-21	80	campaign 9
2904	1231	2007-09-14	55	campaign 11
2905	365	2006-01-19	117	campaign 11
2906	50	2005-04-18	37	campaign 12
2907	921	2006-12-10	57	campaign 12
2908	1361	2007-07-10	35	campaign 3
2909	163	2007-05-11	103	campaign 1
2910	1673	2005-10-29	105	campaign 1
2911	1646	2008-04-27	38	campaign 7
2912	1575	2005-08-08	53	campaign 6
2913	187	2007-02-03	41	campaign 6
2914	575	2005-12-20	99	campaign 8
2915	1053	2005-04-03	27	campaign 11
2916	1834	2006-07-27	49	campaign 12
2917	1760	2007-01-06	111	campaign 3
2918	826	2005-06-01	38	campaign 2
2919	1028	2006-03-26	24	campaign 9
2920	1321	2007-08-30	69	campaign 10
2921	452	2006-07-25	51	campaign 12
2922	911	2007-11-21	118	campaign 4
2923	312	2006-09-27	68	campaign 3
2924	1864	2007-11-29	41	campaign 3
2925	1973	2005-06-09	111	campaign 5
2926	1942	2006-04-03	87	campaign 5
2927	335	2006-09-22	70	campaign 1
2928	1556	2007-10-05	107	campaign 4
2929	1296	2007-03-23	113	campaign 5
2930	1412	2006-11-03	47	campaign 8
2931	929	2006-05-05	87	campaign 4
2932	1513	2005-09-23	103	campaign 6
2933	1586	2006-07-31	30	campaign 2
2934	1726	2008-07-18	44	campaign 9
2935	169	2008-03-20	94	campaign 3
2936	1292	2008-10-27	120	campaign 1
2937	1287	2007-11-28	113	campaign 2
2938	642	2007-03-13	112	campaign 10
2939	1740	2007-03-01	81	campaign 6
2940	162	2006-09-04	22	campaign 12
2941	900	2008-08-12	35	campaign 3
2942	654	2006-05-24	110	campaign 12
2943	657	2005-09-09	26	campaign 11
2944	413	2006-11-27	45	campaign 2
2945	263	2005-12-25	31	campaign 10
2946	1764	2005-08-10	51	campaign 4
2947	1517	2008-02-11	63	campaign 1
2948	121	2008-08-24	107	campaign 4
2949	1279	2007-10-11	37	campaign 7
2950	588	2006-03-20	86	campaign 5
2951	405	2007-06-01	104	campaign 5
2952	1843	2006-04-06	20	campaign 5
2953	1314	2008-05-23	67	campaign 9
2954	683	2005-05-15	94	campaign 6
2955	80	2006-03-21	112	campaign 12
2956	649	2008-07-05	100	campaign 5
2957	1778	2005-06-15	79	campaign 8
2958	702	2005-03-04	69	campaign 9
2959	228	2005-09-18	65	campaign 6
2960	1833	2006-06-11	118	campaign 3
2961	1030	2008-08-06	37	campaign 2
2962	1341	2006-08-23	44	campaign 10
2963	1465	2007-06-20	30	campaign 1
2964	799	2008-06-16	89	campaign 8
2965	1275	2006-07-31	63	campaign 9
2966	269	2008-10-15	89	campaign 1
2967	1024	2007-10-28	104	campaign 10
2968	87	2006-05-25	21	campaign 8
2969	1331	2005-01-05	82	campaign 7
2970	1538	2006-08-20	107	campaign 7
2971	473	2006-07-10	63	campaign 7
2972	824	2005-01-22	74	campaign 8
2973	1415	2007-11-15	107	campaign 6
2974	501	2007-12-14	113	campaign 1
2975	955	2005-06-14	60	campaign 1
2976	1793	2005-03-03	37	campaign 2
2977	762	2006-07-06	29	campaign 5
2978	1714	2006-03-26	101	campaign 1
2979	1488	2005-12-24	88	campaign 2
2980	1735	2006-02-23	110	campaign 4
2981	1374	2007-07-29	106	campaign 1
2982	1281	2005-01-16	29	campaign 10
2983	164	2007-05-25	97	campaign 8
2984	1023	2007-08-04	93	campaign 5
2985	1333	2006-04-01	96	campaign 6
2986	1251	2005-11-22	112	campaign 1
2987	1552	2006-03-06	36	campaign 3
2988	1278	2007-06-21	61	campaign 6
2989	1523	2006-05-21	110	campaign 4
2990	422	2006-11-06	21	campaign 10
2991	1691	2007-09-17	87	campaign 11
2992	1257	2006-03-23	31	campaign 12
2993	206	2006-05-21	113	campaign 1
2994	608	2005-08-27	93	campaign 6
2995	458	2006-04-26	113	campaign 5
2996	105	2007-07-24	111	campaign 2
2997	792	2007-10-29	48	campaign 9
2998	1309	2006-04-13	38	campaign 7
2999	1253	2005-02-22	67	campaign 3
3000	737	2007-08-03	55	campaign 7
3001	1582	2006-10-27	69	campaign 12
3002	583	2006-09-19	111	campaign 8
3003	422	2007-11-22	48	campaign 8
3004	937	2005-12-06	42	campaign 2
3005	890	2007-05-09	70	campaign 8
3006	136	2006-06-12	87	campaign 11
3007	1556	2006-07-21	51	campaign 2
3008	515	2007-10-18	31	campaign 1
3009	1947	2006-09-20	71	campaign 4
3010	640	2006-02-12	113	campaign 11
3011	1633	2006-05-30	79	campaign 7
3012	441	2007-11-15	118	campaign 4
3013	199	2005-05-14	84	campaign 7
3014	1568	2005-06-06	21	campaign 10
3015	1324	2006-05-22	80	campaign 4
3016	1558	2006-10-28	88	campaign 9
3017	1599	2008-05-29	41	campaign 10
3018	1866	2005-05-18	109	campaign 6
3019	284	2006-02-24	119	campaign 2
3020	1370	2007-01-29	100	campaign 1
3021	877	2005-01-03	111	campaign 6
3022	93	2008-06-10	102	campaign 5
3023	418	2007-11-13	37	campaign 12
3024	1240	2007-03-05	23	campaign 8
3025	642	2007-03-18	114	campaign 6
3026	2000	2006-12-22	77	campaign 11
3027	1414	2007-10-13	76	campaign 10
3028	1121	2006-06-12	35	campaign 8
3029	1389	2006-06-10	30	campaign 8
3030	1878	2005-10-10	106	campaign 9
3031	436	2005-11-14	23	campaign 10
3032	44	2007-04-04	116	campaign 6
3033	26	2006-02-22	37	campaign 5
3034	1482	2005-06-19	105	campaign 7
3035	332	2005-05-20	103	campaign 9
3036	937	2006-09-16	56	campaign 2
3037	940	2006-12-22	78	campaign 12
3038	1121	2006-07-22	51	campaign 8
3039	241	2006-12-05	88	campaign 10
3040	198	2005-03-01	25	campaign 1
3041	1057	2005-10-03	52	campaign 9
3042	1513	2008-06-07	48	campaign 6
3043	1223	2007-05-17	118	campaign 10
3044	1386	2006-09-23	106	campaign 11
3045	946	2005-10-15	119	campaign 2
3046	1564	2006-04-15	109	campaign 1
3047	156	2006-09-09	98	campaign 7
3048	667	2008-09-03	27	campaign 2
3049	266	2005-01-19	95	campaign 2
3050	1207	2005-03-08	65	campaign 12
3051	869	2007-10-12	81	campaign 9
3052	970	2008-06-08	42	campaign 9
3053	248	2007-07-21	80	campaign 3
3054	1285	2006-01-17	60	campaign 6
3055	1748	2005-08-05	65	campaign 11
3056	1919	2007-12-13	38	campaign 11
3057	1093	2005-01-26	65	campaign 4
3058	1098	2006-04-22	28	campaign 8
3059	1930	2005-03-22	108	campaign 9
3060	538	2006-09-25	113	campaign 1
3061	61	2005-02-10	34	campaign 6
3062	923	2007-05-11	72	campaign 9
3063	340	2006-01-21	106	campaign 4
3064	1864	2007-06-21	51	campaign 9
3065	1070	2007-10-08	107	campaign 9
3066	793	2005-12-15	79	campaign 8
3067	1967	2008-09-28	47	campaign 6
3068	1700	2008-07-31	41	campaign 3
3069	773	2005-02-14	98	campaign 6
3070	1396	2008-08-23	95	campaign 3
3071	1281	2006-05-06	99	campaign 11
3072	1141	2006-03-11	35	campaign 3
3073	258	2007-05-24	103	campaign 4
3074	1117	2007-02-12	57	campaign 9
3075	1169	2005-10-27	40	campaign 5
3076	914	2005-03-31	80	campaign 8
3077	394	2005-10-29	29	campaign 9
3078	33	2007-03-26	115	campaign 10
3079	50	2005-08-23	82	campaign 1
3080	430	2005-10-27	72	campaign 6
3081	119	2005-10-26	61	campaign 10
3082	1561	2006-05-15	37	campaign 5
3083	893	2006-08-23	104	campaign 12
3084	1581	2008-06-15	56	campaign 2
3085	1985	2007-04-22	69	campaign 6
3086	546	2008-01-06	38	campaign 12
3087	1192	2008-09-22	37	campaign 10
3088	125	2007-09-24	73	campaign 2
3089	1510	2005-12-05	102	campaign 3
3090	1162	2005-06-01	22	campaign 3
3091	165	2006-11-02	98	campaign 3
3092	1990	2007-01-17	95	campaign 2
3093	681	2006-09-03	64	campaign 7
3094	647	2008-01-01	50	campaign 10
3095	1227	2006-02-08	82	campaign 5
3096	1936	2008-09-08	68	campaign 6
3097	1846	2005-07-04	77	campaign 9
3098	1716	2005-08-22	21	campaign 11
3099	217	2007-07-25	58	campaign 4
3100	1454	2007-02-24	91	campaign 6
3101	951	2005-08-29	117	campaign 3
3102	452	2005-07-01	59	campaign 11
3103	1206	2007-12-31	92	campaign 8
3104	1942	2007-10-13	83	campaign 4
3105	141	2007-08-23	37	campaign 3
3106	1304	2006-06-14	102	campaign 3
3107	79	2005-08-24	71	campaign 3
3108	1586	2006-04-07	103	campaign 12
3109	1576	2007-03-11	117	campaign 10
3110	607	2006-11-30	54	campaign 9
3111	962	2006-12-01	100	campaign 4
3112	133	2005-06-03	110	campaign 7
3113	820	2005-10-21	57	campaign 6
3114	513	2006-11-07	35	campaign 2
3115	1006	2008-06-23	56	campaign 8
3116	300	2005-06-16	20	campaign 4
3117	807	2006-05-05	55	campaign 2
3118	1077	2007-01-16	76	campaign 9
3119	420	2008-02-08	119	campaign 9
3120	299	2006-01-20	87	campaign 2
3121	411	2006-03-16	36	campaign 5
3122	166	2006-07-03	64	campaign 11
3123	1987	2007-02-16	75	campaign 6
3124	1506	2007-02-02	53	campaign 10
3125	737	2007-09-23	93	campaign 3
3126	1443	2006-03-09	32	campaign 5
3127	1551	2005-09-15	26	campaign 10
3128	297	2006-02-28	88	campaign 8
3129	1085	2005-05-09	105	campaign 1
3130	1145	2005-06-30	106	campaign 2
3131	1988	2006-05-13	110	campaign 8
3132	696	2007-12-29	37	campaign 10
3133	1905	2007-05-05	82	campaign 11
3134	115	2008-05-30	70	campaign 8
3135	318	2008-10-25	37	campaign 1
3136	1479	2007-03-05	117	campaign 7
3137	1492	2005-07-16	107	campaign 6
3138	1407	2007-11-20	51	campaign 4
3139	1192	2007-05-19	74	campaign 4
3140	1399	2006-08-20	84	campaign 10
3141	1458	2006-09-11	33	campaign 12
3142	1761	2008-01-16	107	campaign 9
3143	987	2008-05-18	111	campaign 6
3144	1286	2006-09-15	50	campaign 6
3145	688	2007-04-13	22	campaign 1
3146	1123	2005-12-24	61	campaign 11
3147	767	2006-04-09	23	campaign 4
3148	739	2006-04-04	67	campaign 5
3149	1249	2005-01-29	41	campaign 2
3150	940	2007-10-12	104	campaign 8
3151	295	2006-12-28	114	campaign 1
3152	1135	2005-01-24	98	campaign 7
3153	1248	2006-06-12	73	campaign 1
3154	1995	2008-08-30	52	campaign 6
3155	926	2005-08-17	75	campaign 6
3156	505	2006-01-26	40	campaign 1
3157	1864	2006-12-09	52	campaign 1
3158	1524	2006-06-12	102	campaign 5
3159	947	2008-08-01	75	campaign 9
3160	1404	2006-11-01	29	campaign 6
3161	1370	2005-03-06	47	campaign 3
3162	175	2006-06-29	113	campaign 8
3163	225	2008-02-16	107	campaign 3
3164	700	2007-10-29	105	campaign 2
3165	853	2008-08-03	23	campaign 6
3166	620	2006-04-05	90	campaign 12
3167	468	2006-02-19	114	campaign 10
3168	253	2006-09-20	44	campaign 1
3169	1906	2005-11-03	47	campaign 3
3170	516	2005-03-13	80	campaign 9
3171	288	2007-01-22	28	campaign 10
3172	1348	2006-11-07	81	campaign 9
3173	259	2005-01-19	46	campaign 7
3174	273	2007-11-20	35	campaign 4
3175	407	2008-02-16	27	campaign 5
3176	843	2005-05-16	117	campaign 3
3177	1178	2005-06-03	103	campaign 3
3178	952	2007-12-11	117	campaign 7
3179	950	2008-09-12	35	campaign 7
3180	1642	2008-07-05	77	campaign 2
3181	1749	2006-09-05	51	campaign 8
3182	611	2005-02-08	90	campaign 10
3183	1728	2008-03-01	118	campaign 11
3184	1375	2007-12-27	74	campaign 9
3185	61	2007-06-07	27	campaign 7
3186	804	2005-02-08	117	campaign 4
3187	934	2005-02-17	69	campaign 2
3188	405	2006-06-21	54	campaign 10
3189	606	2007-03-05	54	campaign 6
3190	1704	2006-07-22	30	campaign 10
3191	1156	2006-01-16	22	campaign 4
3192	814	2007-07-17	108	campaign 11
3193	481	2008-05-06	36	campaign 2
3194	1814	2008-07-18	87	campaign 5
3195	260	2007-05-10	113	campaign 11
3196	847	2007-07-22	97	campaign 7
3197	99	2006-11-05	34	campaign 10
3198	1811	2005-01-14	43	campaign 2
3199	166	2005-01-08	101	campaign 4
3200	170	2005-06-07	111	campaign 11
3201	987	2005-08-14	76	campaign 3
3202	1233	2008-06-10	30	campaign 3
3203	983	2006-11-10	66	campaign 9
3204	74	2006-07-30	99	campaign 12
3205	1780	2006-11-26	102	campaign 7
3206	1075	2005-06-08	98	campaign 12
3207	1816	2005-01-18	92	campaign 1
3208	851	2005-04-15	42	campaign 12
3209	1071	2008-08-24	111	campaign 5
3210	1650	2008-04-24	67	campaign 7
3211	1386	2006-01-18	110	campaign 12
3212	993	2005-07-02	72	campaign 10
3213	1381	2008-07-30	96	campaign 6
3214	204	2008-07-06	82	campaign 9
3215	665	2008-09-05	66	campaign 9
3216	123	2006-12-27	51	campaign 5
3217	856	2008-07-22	102	campaign 10
3218	1586	2007-09-22	75	campaign 7
3219	1214	2007-10-21	90	campaign 6
3220	664	2006-10-09	71	campaign 7
3221	1801	2006-10-01	108	campaign 11
3222	874	2006-08-07	75	campaign 5
3223	979	2007-08-12	63	campaign 2
3224	1695	2008-07-18	114	campaign 5
3225	456	2008-05-25	37	campaign 2
3226	1634	2006-10-21	49	campaign 7
3227	114	2006-08-14	74	campaign 10
3228	156	2007-04-03	52	campaign 8
3229	1422	2008-05-27	82	campaign 5
3230	1363	2008-08-12	89	campaign 7
3231	1100	2006-11-29	58	campaign 5
3232	1048	2008-01-19	100	campaign 7
3233	1086	2007-10-16	72	campaign 4
3234	1369	2008-08-20	77	campaign 11
3235	1930	2006-08-19	76	campaign 12
3236	324	2006-03-02	26	campaign 5
3237	646	2006-05-07	59	campaign 12
3238	816	2007-11-06	22	campaign 5
3239	1308	2005-07-25	59	campaign 12
3240	1456	2007-03-01	28	campaign 10
3241	1075	2007-02-25	86	campaign 3
3242	1495	2006-06-26	115	campaign 1
3243	196	2006-08-24	41	campaign 3
3244	330	2008-05-03	24	campaign 6
3245	671	2005-02-21	102	campaign 8
3246	881	2008-03-08	108	campaign 7
3247	1729	2008-06-15	48	campaign 8
3248	490	2008-01-05	103	campaign 8
3249	1519	2006-08-14	76	campaign 6
3250	1994	2007-02-01	31	campaign 11
3251	1363	2006-10-19	32	campaign 2
3252	252	2005-04-23	102	campaign 12
3253	202	2007-05-19	51	campaign 7
3254	1002	2008-10-23	85	campaign 6
3255	701	2006-08-28	113	campaign 3
3256	662	2005-02-06	93	campaign 12
3257	967	2005-03-31	66	campaign 6
3258	678	2008-02-23	84	campaign 2
3259	1490	2006-08-18	54	campaign 2
3260	385	2006-12-12	100	campaign 8
3261	1568	2008-08-20	93	campaign 4
3262	239	2008-03-11	86	campaign 3
3263	1639	2007-01-23	82	campaign 6
3264	505	2006-10-18	81	campaign 1
3265	1396	2008-10-22	40	campaign 1
3266	1811	2008-03-24	117	campaign 3
3267	847	2005-08-18	43	campaign 12
3268	1218	2007-01-28	71	campaign 1
3269	1994	2005-10-14	119	campaign 5
3270	224	2005-11-01	27	campaign 6
3271	1724	2005-07-24	56	campaign 8
3272	471	2007-07-10	66	campaign 4
3273	450	2005-04-02	47	campaign 10
3274	618	2008-01-11	70	campaign 9
3275	1160	2008-07-03	72	campaign 5
3276	497	2006-09-24	52	campaign 9
3277	694	2006-01-11	114	campaign 4
3278	1277	2005-11-16	67	campaign 5
3279	405	2006-10-23	95	campaign 6
3280	372	2007-07-22	83	campaign 2
3281	1736	2006-11-26	47	campaign 10
3282	162	2006-02-17	70	campaign 5
3283	124	2008-03-26	33	campaign 12
3284	248	2006-11-05	90	campaign 7
3285	1458	2006-07-15	68	campaign 8
3286	1706	2008-07-05	34	campaign 10
3287	795	2006-07-06	120	campaign 6
3288	1921	2006-05-29	57	campaign 4
3289	312	2008-06-27	63	campaign 4
3290	640	2007-07-10	45	campaign 3
3291	1761	2007-03-21	64	campaign 11
3292	1067	2005-07-14	32	campaign 9
3293	1763	2005-11-02	87	campaign 12
3294	1560	2007-02-14	57	campaign 8
3295	757	2007-11-19	40	campaign 7
3296	314	2006-06-06	102	campaign 12
3297	1350	2006-10-26	70	campaign 2
3298	956	2006-03-12	52	campaign 1
3299	187	2007-07-20	53	campaign 9
3300	497	2008-02-02	95	campaign 5
3301	1997	2007-12-03	85	campaign 8
3302	1004	2008-03-17	61	campaign 6
3303	271	2008-03-09	32	campaign 8
3304	84	2007-10-11	27	campaign 11
3305	1656	2006-09-26	47	campaign 4
3306	1761	2006-11-19	82	campaign 1
3307	1257	2008-09-04	103	campaign 7
3308	10	2006-11-16	94	campaign 8
3309	1639	2007-08-11	71	campaign 12
3310	1132	2007-02-17	71	campaign 3
3311	1563	2005-05-19	88	campaign 9
3312	1916	2005-07-05	97	campaign 4
3313	605	2005-09-27	93	campaign 12
3314	1439	2007-12-30	50	campaign 7
3315	1261	2005-04-23	65	campaign 2
3316	974	2006-12-31	48	campaign 3
3317	1274	2008-05-27	74	campaign 6
3318	145	2007-03-22	116	campaign 7
3319	1900	2006-08-12	105	campaign 7
3320	629	2005-06-25	47	campaign 10
3321	862	2007-02-09	101	campaign 4
3322	685	2006-12-06	72	campaign 6
3323	277	2007-10-22	78	campaign 1
3324	199	2008-09-27	73	campaign 9
3325	1999	2007-06-08	88	campaign 12
3326	1536	2005-07-29	88	campaign 1
3327	1887	2005-10-24	110	campaign 11
3328	1476	2007-07-25	39	campaign 4
3329	788	2006-08-14	41	campaign 7
3330	1639	2005-08-15	103	campaign 1
3331	1549	2005-12-03	47	campaign 2
3332	1755	2005-12-09	68	campaign 9
3333	831	2006-10-15	73	campaign 6
3334	1280	2005-08-11	26	campaign 1
3335	783	2008-02-02	67	campaign 9
3336	1312	2007-02-03	36	campaign 9
3337	316	2008-10-06	64	campaign 3
3338	193	2008-08-31	41	campaign 2
3339	1602	2007-12-13	92	campaign 7
3340	1113	2005-04-13	108	campaign 10
3341	1506	2008-02-22	112	campaign 1
3342	752	2005-04-13	76	campaign 3
3343	1338	2007-01-13	90	campaign 11
3344	1312	2008-10-19	55	campaign 11
3345	1815	2008-01-19	75	campaign 10
3346	1058	2006-01-07	98	campaign 2
3347	1458	2006-07-20	57	campaign 8
3348	1762	2006-12-12	86	campaign 6
